timestamp,value
2018-06-17T14:43:01,259
2018-06-18T14:08:01,212
2018-06-18T14:27:01,214
2018-06-18T15:31:01,175
2018-06-18T17:52:01,165
2018-06-18T18:14:01,180
2018-06-18T20:59:01,248
2018-06-19T08:33:00,-1
2018-06-19T08:34:00,248
2018-06-19T10:04:01,67
2018-06-19T16:11:00,143
2018-06-21T13:07:01,170
2018-06-21T17:06:00,130
2018-06-21T17:35:00,95
2018-06-21T18:25:00,101
2018-06-21T20:10:01,175
2018-06-22T06:22:01,-1
2018-06-25T09:07:59,100
2018-06-26T05:24:00,200
2018-06-26T13:20:59,194
2018-06-26T15:24:00,177
2018-06-26T16:17:59,155
2018-06-26T20:47:59,226
2018-06-27T13:10:57,189
2018-06-27T15:02:59,202
2018-06-27T18:12:59,187
2018-06-28T12:53:59,100
2018-06-28T15:03:59,194
2018-06-28T18:16:58,145
2018-06-29T12:31:59,125
2018-06-29T14:44:59,202
2018-06-30T04:42:59,0
2018-06-30T04:43:59,251
2018-06-30T04:44:58,0
2018-06-30T04:45:59,251
2018-06-30T04:46:59,0
2018-06-30T04:47:59,251
2018-06-30T04:48:59,0
2018-06-30T04:49:58,251
2018-06-30T04:50:59,0
2018-06-30T04:51:58,251
2018-06-30T04:52:59,0
2018-06-30T04:53:58,251
2018-06-30T04:54:59,0
2018-06-30T04:55:59,251
2018-06-30T04:56:58,0
2018-06-30T04:57:59,251
2018-06-30T04:58:58,0
2018-06-30T04:59:59,251
2018-06-30T05:00:58,0
2018-06-30T05:01:58,251
2018-06-30T05:02:59,0
2018-06-30T05:03:59,251
2018-06-30T05:04:58,0
2018-06-30T05:05:58,251
2018-06-30T05:06:59,0
2018-06-30T05:07:58,251
2018-06-30T05:08:59,0
2018-06-30T05:09:58,251
2018-06-30T05:10:59,0
2018-06-30T05:11:59,251
2018-06-30T05:12:58,0
2018-06-30T05:13:58,251
2018-06-30T05:14:58,0
2018-06-30T05:16:02,251
2018-06-30T05:16:59,0
2018-06-30T05:17:58,251
2018-06-30T05:18:58,0
2018-06-30T05:19:58,251
2018-06-30T05:20:59,0
2018-06-30T05:21:59,251
2018-06-30T05:22:58,0
2018-06-30T05:23:58,251
2018-06-30T05:24:58,0
2018-06-30T05:25:58,251
2018-06-30T05:26:58,0
2018-06-30T05:27:59,251
2018-06-30T05:28:58,0
2018-06-30T05:29:59,251
2018-06-30T05:30:59,0
2018-06-30T05:31:58,251
2018-06-30T05:32:58,0
2018-06-30T05:33:59,251
2018-06-30T05:34:58,0
2018-06-30T05:35:59,251
2018-06-30T05:36:59,0
2018-06-30T05:37:59,251
2018-06-30T05:38:59,0
2018-06-30T05:39:58,251
2018-06-30T05:40:59,0
2018-06-30T05:41:59,251
2018-06-30T05:42:59,0
2018-06-30T05:43:59,251
2018-06-30T05:44:59,0
2018-06-30T05:45:59,251
2018-06-30T05:46:59,0
2018-06-30T05:47:59,251
2018-06-30T05:48:58,0
2018-06-30T05:49:59,251
2018-06-30T05:50:58,0
2018-06-30T05:51:59,251
2018-06-30T05:52:58,0
2018-06-30T05:53:59,251
2018-06-30T05:54:59,0
2018-06-30T05:55:58,251
2018-06-30T05:56:59,0
2018-06-30T05:57:58,251
2018-06-30T05:58:59,0
2018-06-30T05:59:58,251
2018-06-30T06:00:59,0
2018-06-30T06:01:59,251
2018-06-30T06:02:59,0
2018-06-30T06:03:58,251
2018-06-30T06:04:59,0
2018-06-30T06:05:59,251
2018-06-30T06:06:59,0
2018-06-30T06:07:59,251
2018-06-30T06:08:58,0
2018-06-30T06:09:59,251
2018-06-30T06:10:58,0
2018-06-30T06:11:58,251
2018-06-30T06:12:59,0
2018-06-30T06:13:59,251
2018-06-30T06:14:59,0
2018-06-30T06:20:58,255
2018-07-01T04:24:58,256
2018-07-01T12:37:59,253
2018-07-01T17:10:58,260
2018-07-02T13:31:58,206
2018-07-04T08:13:58,91
2018-07-04T10:57:58,80
2018-07-04T12:23:58,136
2018-07-04T12:41:58,160
2018-07-05T12:07:57,100
2018-07-05T13:13:57,198
2018-07-05T13:35:58,209
2018-07-05T17:10:58,189
2018-07-05T17:36:58,200
2018-07-06T15:21:57,232
2018-07-06T17:25:58,211
2018-07-06T19:41:57,219
2018-07-07T16:40:57,249
2018-07-09T11:29:57,105
2018-07-09T14:28:57,222
2018-07-09T17:09:58,198
2018-07-09T17:33:58,202
2018-07-09T17:59:58,210
2018-07-11T15:15:57,200
2018-07-11T17:02:58,208
2018-07-12T14:44:57,213
2018-07-13T11:08:57,96
2018-07-13T11:41:57,117
2018-07-13T15:55:56,231
2018-07-13T18:36:57,233
2018-07-13T19:07:57,241
2018-07-13T19:54:57,234
2018-07-14T15:18:57,269
2018-07-15T17:42:57,259
2018-07-16T11:28:56,116
2018-07-16T14:31:57,222
2018-07-16T16:37:57,197
2018-07-16T20:58:56,248
2018-07-17T13:04:56,180
2018-07-17T19:55:57,55
2018-07-18T15:28:56,98
2018-07-19T15:04:56,221
2018-07-19T20:45:56,235
2018-07-19T21:11:56,242
2018-07-20T10:04:57,-1
2018-07-20T10:05:56,242
2018-07-20T10:56:56,-1
2018-07-20T11:07:56,242
2018-07-20T12:21:56,150
2018-07-20T13:51:56,222
2018-07-20T17:57:56,245
2018-07-20T20:36:56,240
2018-07-21T14:08:56,269
2018-07-21T15:25:56,271
2018-07-22T01:59:56,269
2018-07-22T14:07:55,273
2018-07-23T15:16:55,217
2018-07-25T13:27:55,206
2018-07-25T14:02:55,-1
2018-07-25T14:04:03,206
2018-07-25T15:25:55,-1
2018-07-25T15:27:55,206
2018-07-25T15:50:55,216
2018-07-27T05:05:55,0
2018-07-27T07:24:55,170
2018-07-27T07:38:55,0
2018-07-27T07:52:55,143
2018-07-27T22:05:55,262
2018-07-27T23:58:54,0
2018-07-30T05:45:55,150
2018-07-31T05:47:54,0
2018-07-31T05:49:54,256
2018-07-31T13:29:54,207
2018-08-01T15:22:55,245
2018-08-01T18:03:54,243
2018-08-02T14:30:54,249
2018-08-02T19:40:54,254
2018-08-02T21:12:54,258
2018-08-03T00:15:53,271
2018-08-03T02:17:54,273
2018-08-03T08:07:54,173
2018-08-03T10:21:54,163
2018-08-03T12:07:53,200
2018-08-03T12:45:54,226
2018-08-03T15:21:54,268
2018-08-03T21:08:54,264
2018-08-04T01:55:54,271
2018-08-04T04:15:54,272
2018-08-04T07:36:54,269
2018-08-04T16:53:54,272
2018-08-04T17:29:53,275
2018-08-05T10:15:57,273
2018-08-05T14:20:53,276
2018-08-06T05:10:54,271
2018-08-06T06:08:54,246
2018-08-06T07:52:53,187
2018-08-06T12:04:53,199
2018-08-06T12:55:53,216
2018-08-07T06:33:53,236
2018-08-07T07:20:53,209
2018-08-07T12:18:53,-1
2018-08-07T12:19:54,206
2018-08-08T06:24:53,237
2018-08-08T07:46:53,184
2018-08-08T20:56:53,261
2018-08-09T07:53:53,203
2018-08-09T08:44:53,186
2018-08-09T10:07:52,170
2018-08-10T04:57:53,264
2018-08-10T11:32:53,199
2018-08-11T05:16:53,267
2018-08-13T05:15:52,272
2018-08-14T06:48:52,240
2018-08-14T08:15:52,202
2018-08-15T12:12:52,282
2018-08-15T17:30:52,271
2018-08-16T06:55:52,237
2018-08-16T08:41:52,192
2018-08-16T10:52:52,207
2018-08-16T11:45:52,216
2018-08-17T10:47:52,213
2018-08-17T12:58:51,244
2018-08-18T20:32:51,259
2018-08-20T05:28:51,267
2018-08-20T07:57:51,196
2018-08-20T10:31:51,188
2018-08-20T12:45:51,236
2018-08-21T08:18:52,199
2018-08-21T09:06:51,177
2018-08-21T09:42:51,165
2018-08-21T10:28:51,170
2018-08-21T11:06:51,193
2018-08-22T07:22:51,209
2018-08-22T08:07:52,186
2018-08-22T08:50:51,173
2018-08-22T11:57:51,194
2018-08-23T06:17:51,244
2018-08-23T07:58:51,205
2018-08-23T11:27:51,202
2018-08-23T12:45:50,220
2018-08-27T08:34:50,159
2018-08-27T09:59:50,135
2018-08-27T11:32:50,168
2018-08-27T13:00:50,217
2018-08-28T08:07:50,100
2018-08-28T16:26:50,238
2018-08-29T14:54:50,248
2018-08-29T20:42:50,253
2018-08-30T10:17:50,175
2018-08-30T12:59:50,209
2018-08-30T18:01:49,219
2018-08-30T20:09:49,243
2018-08-31T12:11:50,202
2018-08-31T15:19:49,249
2018-09-02T02:59:50,252
2018-10-08T08:50:52,0
2018-10-08T12:43:52,150
2018-10-09T05:31:52,220
2018-10-09T09:09:51,25
2018-10-10T13:32:51,177
2018-10-10T16:22:52,134
2018-10-10T17:01:51,150
2018-10-10T18:16:51,184
2018-10-10T18:23:51,190
2018-10-11T20:59:50,159
2018-10-11T21:30:50,163
2018-10-12T01:56:51,219
2018-10-15T15:27:50,150
2018-10-15T20:58:49,228
2018-10-16T13:14:49,140
2018-10-16T15:18:49,132
2018-10-16T16:56:49,145
2018-10-16T20:58:49,219
2018-10-18T11:23:49,60
2018-10-19T01:44:48,233
2018-10-19T21:47:47,158
2018-10-19T23:19:47,195
2018-10-20T03:28:48,230
2018-10-20T17:21:47,174
2018-10-20T19:03:47,149
2018-10-20T20:00:47,99
2018-10-20T20:24:47,80
2018-10-20T20:59:47,60
2018-10-20T22:35:47,107
2018-10-21T03:56:48,226
2018-10-21T04:47:48,228
2018-10-22T10:28:47,50
2018-10-23T13:09:46,149
2018-10-24T14:41:47,163
2018-10-24T15:30:46,136
2018-10-24T17:55:46,164
2018-10-25T13:14:46,150
2018-10-25T15:36:45,138
2018-10-25T20:27:46,172
2018-10-26T05:00:46,238
2018-10-26T08:48:46,41
2018-10-26T15:12:45,185
2018-10-26T16:07:46,170
2018-10-27T11:50:45,198
2018-10-29T14:51:44,179
2018-10-29T17:29:45,130
2018-10-29T18:47:45,160
2018-10-30T14:47:44,166
2018-10-31T09:37:43,50
2018-10-31T15:09:43,174
2018-10-31T16:11:44,159
2018-10-31T19:33:43,171
2018-11-01T17:53:44,168
2018-11-02T16:20:43,184
2018-11-02T20:26:43,175
2018-11-02T21:58:43,164
2018-11-05T14:56:42,174
2018-11-05T16:43:42,142
2018-11-05T17:43:42,149
2018-11-05T18:13:42,151
2018-11-05T18:22:42,158
2018-11-05T19:35:42,199
2018-11-06T12:59:42,100
2018-11-06T16:01:42,123
2018-11-06T17:05:42,119
2018-11-06T21:58:42,239
2018-11-08T10:49:41,40
2018-11-08T22:56:41,212
2018-11-09T05:36:40,230
2018-11-09T23:17:40,160
2018-11-10T00:01:40,183
2018-11-10T02:44:41,213
2018-11-10T05:04:41,224
2018-11-10T17:54:41,115
2018-11-10T18:12:41,96
2018-11-10T21:35:49,71
2018-11-10T23:13:40,115
2018-11-11T00:22:40,151
2018-11-11T01:02:40,178
2018-11-11T02:08:40,199
2018-11-11T11:07:40,0
2018-11-11T11:11:40,219
2018-11-13T16:27:40,117
2018-11-13T18:10:39,134
2018-11-13T18:39:39,152
2018-11-13T19:27:40,178
2018-11-14T10:19:39,30
2018-11-14T14:13:39,130
2018-11-14T17:19:38,100
2018-11-14T18:44:38,131
2018-11-14T19:56:39,180
2018-11-15T10:53:39,5
2018-11-15T13:49:38,100
2018-11-15T14:49:39,154
2018-11-15T18:00:38,134
2018-11-15T18:51:39,152
2018-11-15T19:33:38,163
2018-11-16T15:31:38,164
2018-11-16T17:44:38,140
2018-11-17T05:43:38,225
2018-11-17T12:13:38,180
2018-11-17T16:58:38,161
2018-11-17T17:53:38,135
2018-11-17T21:36:38,9
2018-11-18T14:30:38,209
2018-11-18T18:52:37,203
2018-11-19T10:53:37,30
2018-11-20T10:49:37,60
2018-11-21T14:01:36,150
2018-11-21T15:36:37,153
2018-11-21T16:57:36,142
2018-11-21T17:21:36,135
2018-11-21T17:54:36,143
2018-11-21T18:14:36,145
2018-11-21T18:43:36,163
2018-11-21T19:51:36,205
2018-11-21T21:32:37,221
2018-11-22T09:26:36,40
2018-11-22T14:24:36,130
2018-11-22T15:02:36,141
2018-11-22T17:27:36,80
2018-11-22T20:17:35,165
2018-11-22T20:39:36,180
2018-11-22T21:24:36,199
2018-11-23T03:59:36,223
2018-11-23T09:54:35,35
2018-11-23T14:57:35,156
2018-11-23T15:39:36,149
2018-11-23T16:24:36,136
2018-11-23T16:58:35,122
2018-11-23T17:34:35,80
2018-11-23T18:08:36,60
2018-11-24T05:15:36,229
2018-11-24T06:02:35,230
2018-11-24T14:21:35,162
2018-11-24T15:03:35,159
2018-11-24T17:02:36,131
2018-11-24T17:36:36,81
2018-11-24T18:07:36,53
2018-11-24T18:23:35,2
2018-11-24T23:00:35,116
2018-11-25T04:59:35,210
2018-11-25T19:00:34,133
2018-11-26T16:14:34,138
2018-11-27T09:31:34,70
2018-11-27T14:26:35,151
2018-11-27T14:59:34,156
2018-11-27T17:29:34,141
2018-11-27T18:26:34,160
2018-11-27T19:07:34,187
2018-11-27T21:22:34,213
2018-11-28T14:45:33,161
2018-11-28T15:51:34,150
2018-11-28T16:12:34,137
2018-11-28T16:54:34,125
2018-11-28T18:42:34,150
2018-11-28T19:18:33,168
2018-11-28T19:40:34,174
2018-11-29T17:39:33,134
2018-11-29T19:33:33,178
2018-11-29T22:04:34,193
2018-11-30T05:23:33,224
2018-11-30T10:23:33,50
2018-11-30T23:11:33,149
2018-12-01T00:55:33,186
2018-12-01T05:54:33,219
2018-12-01T16:34:33,113
2018-12-01T17:32:32,0
2018-12-01T19:56:33,7
2018-12-01T23:05:32,90
2018-12-03T06:31:33,200
2018-12-17T11:38:33,33
2018-12-17T12:08:29,43
2018-12-17T16:08:29,0
2018-12-17T16:09:28,121
2018-12-17T16:40:29,0
2018-12-17T17:26:29,94
2018-12-17T17:34:29,87
2018-12-18T06:11:28,200
2018-12-18T08:00:28,0
2018-12-18T16:43:28,87
2018-12-18T17:17:28,40
2018-12-19T06:29:28,150
2018-12-19T14:26:28,137
2018-12-19T17:01:28,65
2018-12-19T18:15:28,76
2018-12-19T19:06:27,128
2018-12-19T19:49:27,155
2018-12-20T10:07:27,50
2018-12-20T14:24:28,100
2018-12-20T14:48:27,94
2018-12-20T15:20:28,88
2018-12-20T15:33:27,77
2018-12-20T16:13:27,46
2018-12-20T18:12:27,18
2018-12-20T18:33:27,29
2018-12-20T19:16:27,68
2018-12-20T19:44:27,94
2018-12-20T20:11:27,112
2018-12-20T20:50:27,136
2018-12-21T03:34:27,210
2018-12-21T10:49:27,36
2018-12-21T14:00:27,65
2018-12-21T15:38:27,49
2018-12-21T17:41:27,0
2018-12-21T18:49:27,20
2018-12-21T19:29:27,30
2018-12-21T23:32:27,129
2018-12-22T05:29:26,223
2018-12-22T06:04:27,226
2018-12-22T12:10:26,160
2018-12-22T12:31:26,169
2018-12-22T14:10:27,139
2018-12-22T15:49:26,119
2018-12-22T16:09:26,104
2018-12-22T16:25:27,88
2018-12-22T16:33:27,69
2018-12-22T16:54:27,8
2018-12-22T16:57:26,0
2018-12-23T00:35:27,186
2018-12-23T05:47:26,221
2018-12-24T07:03:26,-1
2018-12-24T13:07:26,25
2018-12-24T15:18:26,54
2018-12-26T13:37:25,121
2018-12-26T16:21:25,89
2018-12-26T17:01:25,41
2018-12-26T19:27:25,35
2018-12-27T12:22:25,28
2018-12-27T16:01:25,80
2018-12-27T17:02:25,0
2018-12-27T20:13:25,59
2018-12-27T22:19:24,158
2018-12-28T01:22:24,86
2018-12-28T02:30:24,226
2018-12-28T04:51:24,233
2018-12-28T10:16:26,0
2018-12-28T12:52:24,100
2018-12-28T17:36:24,0
2018-12-28T21:36:24,85
2018-12-28T22:20:24,116
2018-12-28T23:09:24,158
2018-12-29T02:07:24,212
2018-12-29T05:59:24,229
2018-12-29T11:16:24,210
2018-12-29T17:24:23,60
2018-12-29T17:30:24,61
2018-12-29T17:42:24,43
2018-12-29T17:55:24,31
2018-12-29T19:02:23,0
2018-12-29T19:56:23,20
2018-12-29T20:42:24,40
2018-12-29T21:44:24,90
2018-12-29T23:03:23,128
2018-12-30T02:06:23,209
2018-12-30T14:48:23,120
2018-12-31T07:24:23,217
2018-12-31T11:19:23,150
2018-12-31T14:17:23,89
2018-12-31T21:04:23,216
2019-01-03T12:09:22,10
2019-01-03T17:21:22,45
2019-01-03T17:36:22,2
2019-01-03T22:44:22,217
2019-01-04T02:40:22,232
2019-01-04T12:21:21,46
2019-01-04T18:21:22,1
2019-01-04T22:06:22,144
2019-01-04T22:55:22,173
2019-01-05T04:05:21,223
2019-01-05T18:19:22,20
2019-01-05T19:09:21,0
2019-01-05T23:36:21,199
2019-01-05T23:40:21,197
2019-01-05T23:53:21,202
2019-01-06T01:09:21,208
2019-01-06T06:00:21,222
2019-01-06T19:20:20,160
2019-01-08T14:19:20,158
2019-01-08T16:13:19,146
2019-01-08T16:25:19,136
2019-01-08T20:03:20,211
2019-01-09T14:22:19,161
2019-01-09T15:26:19,157
2019-01-09T17:11:20,87
2019-01-09T19:05:20,166
2019-01-09T19:25:20,178
2019-01-10T15:26:19,167
2019-01-10T16:28:19,130
2019-01-10T19:07:19,162
2019-01-10T19:57:20,210
2019-01-10T20:54:19,209
2019-01-11T01:38:20,223
2019-01-11T09:05:19,80
2019-01-11T11:20:19,40
2019-01-11T12:36:19,64
2019-01-11T16:09:19,167
2019-01-11T16:50:19,165
2019-01-11T17:20:19,148
2019-01-11T17:49:19,138
2019-01-12T03:20:18,218
2019-01-12T11:52:19,192
2019-01-12T16:46:19,124
2019-01-14T07:33:18,-1
2019-01-21T16:47:14,137
2019-01-22T14:09:14,150
2019-01-22T17:39:13,143
2019-01-22T21:53:14,226
2019-01-23T14:11:14,138
2019-01-24T16:53:13,131
2019-01-25T03:08:13,225
2019-01-25T14:33:13,165
2019-01-25T17:31:12,144
2019-01-25T19:46:12,149
2019-01-26T06:09:12,221
2019-01-27T03:22:12,205
2019-01-29T13:53:10,0
2019-01-29T14:47:11,157
2019-01-29T15:26:10,149
2019-01-29T19:21:10,178
2019-01-29T21:37:10,225
2019-01-29T22:01:11,223
2019-01-30T15:08:10,157
2019-01-30T16:35:10,136
2019-01-30T21:54:09,214
2019-01-31T14:45:09,151
2019-01-31T19:03:09,178
2019-01-31T21:29:09,213
2019-02-01T13:54:09,129
2019-02-04T08:27:09,104
2019-02-04T10:20:08,47
2019-02-04T16:13:08,149
2019-02-04T22:02:07,215
2019-02-05T09:36:07,53
2019-02-06T06:46:11,180
2019-02-07T21:54:09,187
2019-02-08T05:13:06,222
2019-02-08T12:33:05,86
2019-02-08T22:06:06,175
2019-02-09T05:40:05,224
2019-02-09T15:44:05,203
2019-02-09T18:14:05,158
2019-02-09T19:45:05,106
2019-02-09T20:08:05,94
2019-02-10T00:05:05,152
2019-02-10T05:44:05,222
2019-02-12T11:31:03,50
2019-02-12T15:20:03,162
2019-02-14T16:17:03,160
2019-02-14T16:56:03,129
2019-02-15T03:14:03,225
2019-02-15T07:26:02,-1
2019-02-22T10:12:01,40
2019-02-22T10:13:00,0
2019-02-22T10:14:00,40
2019-02-22T10:15:01,0
2019-02-22T10:16:00,40
2019-02-22T10:17:00,0
2019-02-22T10:18:00,40
2019-02-22T10:19:01,0
2019-02-22T10:20:00,40
2019-02-22T10:21:01,0
2019-02-22T10:22:00,40
2019-02-22T10:23:00,0
2019-02-22T10:24:00,40
2019-02-22T10:25:01,0
2019-02-22T10:26:04,40
2019-02-22T10:27:00,0
2019-02-22T10:28:00,40
2019-02-22T10:29:00,0
2019-02-22T10:30:01,40
2019-02-22T10:31:00,0
2019-02-22T10:32:01,40
2019-02-22T10:33:00,0
2019-02-22T10:34:00,40
2019-02-22T10:35:01,0
2019-02-22T10:36:00,40
2019-02-22T10:37:00,0
2019-02-22T10:38:00,40
2019-02-22T10:39:01,0
2019-02-22T10:40:01,40
2019-02-22T10:41:00,0
2019-02-22T10:42:00,40
2019-02-22T10:43:01,0
2019-02-22T10:44:00,40
2019-02-22T10:45:00,0
2019-02-22T10:46:00,40
2019-02-22T10:47:00,0
2019-02-22T10:48:00,40
2019-02-22T10:49:00,0
2019-02-22T10:50:00,40
2019-02-22T10:51:01,0
2019-02-22T10:52:00,40
2019-02-22T10:53:00,0
2019-02-22T10:54:00,40
2019-02-22T10:55:00,0
2019-02-22T10:56:01,40
2019-02-22T10:57:00,0
2019-02-22T10:58:01,40
2019-02-22T10:59:01,0
2019-02-22T11:00:00,40
2019-02-22T11:01:00,0
2019-02-22T11:02:01,40
2019-02-22T11:03:01,0
2019-02-22T11:04:00,40
2019-02-22T11:05:00,0
2019-02-22T11:06:01,40
2019-02-22T11:07:03,0
2019-02-22T11:11:01,0
2019-02-22T11:12:00,40
2019-02-22T11:13:01,0
2019-02-22T11:14:00,40
2019-02-22T11:15:01,0
2019-02-22T11:16:00,40
2019-02-22T11:17:00,0
2019-02-22T11:18:01,40
2019-02-22T11:19:00,0
2019-02-22T11:20:01,40
2019-02-22T11:21:00,0
2019-02-22T11:22:01,40
2019-02-22T11:23:00,0
2019-02-22T11:24:00,40
2019-02-22T11:25:00,0
2019-02-22T11:26:01,40
2019-02-22T11:27:00,0
2019-02-22T11:28:00,40
2019-02-22T11:29:00,0
2019-02-22T11:30:00,40
2019-02-22T11:31:00,0
2019-02-22T11:32:00,40
2019-02-22T11:33:00,0
2019-02-22T11:34:01,40
2019-02-22T11:35:01,0
2019-02-22T11:36:00,40
2019-02-22T11:37:00,0
2019-02-22T11:38:00,40
2019-02-22T11:39:00,0
2019-02-22T11:40:00,40
2019-02-22T11:41:00,0
2019-02-22T11:42:01,40
2019-02-22T11:43:00,0
2019-02-22T11:44:01,40
2019-02-22T11:45:00,0
2019-02-22T11:46:00,40
2019-02-22T11:47:00,0
2019-02-22T11:48:00,40
2019-02-22T11:49:01,0
2019-02-22T11:50:00,40
2019-02-22T11:51:00,0
2019-02-22T11:52:00,40
2019-02-22T11:53:00,0
2019-02-22T11:54:00,40
2019-02-22T11:55:00,0
2019-02-22T11:56:00,40
2019-02-22T11:57:00,0
2019-02-22T11:58:00,40
2019-02-22T11:59:00,0
2019-02-22T12:00:00,40
2019-02-22T12:01:00,0
2019-02-22T12:02:00,40
2019-02-22T12:03:01,0
2019-02-22T12:04:00,40
2019-02-22T12:05:01,0
2019-02-22T12:06:00,40
2019-02-22T12:07:00,0
2019-02-22T12:08:00,40
2019-02-22T12:09:00,0
2019-02-22T12:10:00,40
2019-02-22T12:11:00,0
2019-02-22T12:12:00,40
2019-02-22T12:13:00,0
2019-02-22T12:14:00,40
2019-02-22T12:15:01,0
2019-02-22T12:16:00,40
2019-02-22T12:17:01,0
2019-02-22T12:18:00,40
2019-02-22T12:19:01,0
2019-02-22T12:20:00,40
2019-02-22T12:21:00,0
2019-02-22T12:22:00,40
2019-02-22T12:23:00,0
2019-02-22T12:24:00,40
2019-02-22T12:25:00,0
2019-02-22T12:26:00,40
2019-02-22T12:27:00,0
2019-02-22T12:28:01,40
2019-02-22T12:29:00,0
2019-02-22T12:30:00,40
2019-02-22T12:31:00,0
2019-02-22T12:32:00,40
2019-02-22T12:33:00,0
2019-02-22T12:34:00,40
2019-02-22T12:35:00,0
2019-02-22T12:36:00,40
2019-02-22T12:37:00,0
2019-02-22T12:38:00,40
2019-02-22T12:39:01,0
2019-02-22T12:40:00,40
2019-02-22T12:41:00,0
2019-02-22T12:42:01,40
2019-02-22T12:43:00,0
2019-02-22T12:44:00,40
2019-02-22T12:45:00,0
2019-02-22T12:46:00,40
2019-02-22T12:47:00,0
2019-02-22T12:48:01,40
2019-02-22T12:49:00,0
2019-02-22T12:50:00,40
2019-02-22T12:51:00,0
2019-02-22T12:52:00,40
2019-02-22T12:53:00,0
2019-02-22T12:54:00,40
2019-02-22T12:55:00,0
2019-02-22T12:56:00,40
2019-02-22T12:57:00,0
2019-02-22T12:58:00,40
2019-02-22T12:59:01,0
2019-02-22T13:00:00,40
2019-02-22T13:01:00,0
2019-02-22T13:02:00,40
2019-02-22T13:03:00,0
2019-02-22T13:04:00,40
2019-02-22T13:05:00,0
2019-02-22T13:06:00,40
2019-02-22T13:07:01,0
2019-02-22T13:08:00,40
2019-02-22T13:09:00,0
2019-02-22T13:10:00,40
2019-02-22T13:11:00,0
2019-02-22T13:12:01,40
2019-02-22T13:13:00,0
2019-02-22T13:14:00,40
2019-02-22T13:15:01,0
2019-02-22T13:16:00,40
2019-02-22T13:17:00,0
2019-02-22T13:18:01,40
2019-02-22T13:19:00,0
2019-02-22T13:20:00,40
2019-02-22T13:21:00,0
2019-02-22T13:22:00,40
2019-02-22T13:23:01,0
2019-02-22T13:24:00,40
2019-02-22T13:25:00,0
2019-02-22T13:26:00,40
2019-02-22T13:27:00,0
2019-02-22T13:28:00,40
2019-02-22T13:29:00,0
2019-02-22T13:30:00,40
2019-02-22T13:31:00,0
2019-02-22T13:32:01,40
2019-02-22T13:33:00,0
2019-02-22T13:34:00,40
2019-02-22T13:35:00,0
2019-02-22T13:36:01,40
2019-02-22T13:37:00,0
2019-02-22T13:38:00,40
2019-02-22T13:39:00,0
2019-02-22T13:40:00,40
2019-02-22T13:41:00,0
2019-02-22T13:42:00,40
2019-02-22T13:43:00,0
2019-02-22T13:44:00,40
